"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8277984","","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8187787","","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6893613","","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6099520","","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7534815","","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8695749","","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8534692","","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8132948","","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8109476","","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7960068","","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8336401","","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8870860","","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7273362","","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7797008","","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6972705","","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7425111","","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8147245","","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8820685","","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8352150","","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7531593","","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7932015","","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7944905","","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8675005","","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8504618","","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7253201","","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8059778","","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6917811","","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7139208","","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7658958","","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8511908","","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8480434","","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7882606","","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8332360","","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7992560","","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8303803","","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8549062","","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6760438","","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7036618","","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","6653391","","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7242145","","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8614105","","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8848481","","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9017838","","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8200224","","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8395475","","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7626498","","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8524981","","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","8898281","","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7438587","","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7938734","","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7538723","","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7481037","","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","7954673","","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units","0","v44174612","1.1.4","9057266","","","","0"
"2008-01","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174613","1.1.5","105643","","","","0"
"2008-02","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174613","1.1.5","96886","","","","0"
"2008-03","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174613","1.1.5","93605","","","","0"
"2008-04","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174613","1.1.5","83360","","","","0"
"2008-05","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174613","1.1.5","76660","","","","0"
"2008-06","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174613","1.1.5","70058","","","","0"
